project_id,work_name,sector,work_type,state,district,constituency,mp_name,sanction_date,start_date,expected_completion_date,completion_date,status,sanctioned_amount,estimated_cost,actual_expenditure,physical_progress_percentage,implementing_agency,beneficiary_count,latitude,longitude
"MPL-2023-UT-0235","Construction of Model Anganwadi Child Care Centre in Village Shivpur, Block Meerut","Rural Development","Anganwadi Centre","Uttar Pradesh","Meerut","Meerut Parliamentary Constituency","Rajveer Singh","2023-01-22","2023-02-14","2023-08-14","","Delayed",910000,910000,773500,65,"Women & Child Development Dept",4192,27.7567,79.6162
"MPL-2024-MA-0236","Modernization of Moksha Dham / Crematorium Shed with Solar Lights at Govindpur, Block Solapur","Public Amenities","Crematorium Shed","Maharashtra","Solapur","Solapur Parliamentary Constituency","Sanjay Deshmukh","2024-02-04","2024-02-28","2024-06-28","2024-06-22","Completed",1110000,1110000,1104450,100,"Municipal Council",4632,21.2565,75.3989
"MPL-2025-BI-0237","Installation of Open Gym Equipment and Play Ground Development in Madhopur, Block Nalanda","Sports & Youth Affairs","Open Gym & Sports","Bihar","Nalanda","Nalanda Parliamentary Constituency","Sanjay Jha","2025-03-11","2025-04-05","2025-08-05","2025-09-19","Completed",810000,810000,988200,100,"Panchayat Sports Wing",2472,23.6961,86.0131
"MPL-2023-TA-0238","Construction of CC Road and Interlocking Pavement in Mohanpur, Block Chennai","Infrastructure","Road Construction","Tamil Nadu","Chennai","Chennai Parliamentary Constituency","K. Kanimozhi","2023-04-18","2023-05-14","2023-10-14","","In Progress",1810000,1810000,815948,46,"Public Works Department (PWD)",3872,10.3221,80.3719
"MPL-2024-RA-0239","Construction of Dr. Ambedkar Community Center & Bhavan at Sundarpur, Block Jodhpur","Public Amenities","Community Hall","Rajasthan","Jodhpur","Jodhpur Parliamentary Constituency","Gajendra S. Shekhawat","2024-05-25","2024-06-21","2025-01-21","2025-01-18","Completed",2210000,2210000,2033200,100,"Zila Parishad",4552,26.8138,73.4479
"MPL-2025-KA-0240","Installation of Solar-Powered Deep Tube Well & RO Plant in Narayanpur, Block Tumakuru","Water & Sanitation","Drinking Water Borewell","Karnataka","Tumakuru","Tumakuru Parliamentary Constituency","Tejasvi Surya","2025-06-07","2025-07-05","2025-10-05","2025-10-03","Completed",610000,610000,570350,100,"Panchayati Raj Dept",2832,15.7023,75.9589
"MPL-2023-MA-0241","Supply and Erection of 60W LED Solar Street Lights in Gram Panchayat Sitapur, Block Bhopal","Energy & Lighting","Solar Street Lights","Madhya Pradesh","Bhopal","Bhopal Parliamentary Constituency","Alok Sharma","2023-07-14","2023-08-12","2024-01-12","2024-01-11","Completed",1210000,1210000,1149500,100,"State Renewable Energy Dev Agency",3752,23.9534,79.9169
"MPL-2024-GU-0242","Construction of 4 Additional Smart Classrooms at Govt Secondary School, Bhagwanpur, Block Surat","Education","School Classroom Block","Gujarat","Surat","Surat Parliamentary Constituency","H. S. Patel","2024-08-21","2024-09-20","2025-04-20","2025-04-20","Completed",2410000,2410000,2325650,100,"PWD (Building Division)",5392,23.8337,69.9674
"MPL-2025-OD-0243","Renovation and Medical Equipment Upgrade for PHC Sub-Centre at Keshopur, Block Ganjam","Healthcare","Primary Health Centre","Odisha","Ganjam","Ganjam Parliamentary Constituency","Aparajita Sarangi","2025-09-03","2025-10-04","2026-04-04","2026-04-05","Completed",1510000,1510000,1479800,100,"PWD (Health Division)",4512,19.6217,84.8885
"MPL-2023-WE-0244","Establishment of Youth Digital Library and E-Learning Hub at Shahpur, Block Hooghly","Education","Public Library","West Bengal","Hooghly","Hooghly Parliamentary Constituency","S. Bandyopadhyay","2023-10-10","2023-11-11","2024-05-11","2024-05-13","Completed",1410000,1410000,1402950,100,"District Library Authority",4592,22.2518,88.66
"MPL-2024-AS-0245","Construction of Underground Covered RCC Drain in Shivpur, Block Nagaon","Water & Sanitation","Drainage Network","Assam","Nagaon","Nagaon Parliamentary Constituency","Gaurav Gogoi","2024-11-17","2024-12-20","2025-09-20","","In Progress",2010000,2010000,1107912,53,"Jal Sansthan",5512,26.0606,91.2576
"MPL-2025-KE-0246","Construction of Model Anganwadi Child Care Centre in Village Govindpur, Block Kollam","Rural Development","Anganwadi Centre","Kerala","Kollam","Kollam Parliamentary Constituency","Shashi Tharoor","2025-12-24","2026-01-27","2026-08-27","2026-08-31","Completed",910000,910000,932750,100,"Rural Works Organization",4392,11.3055,75.6061
"MPL-2023-UT-0247","Modernization of Moksha Dham / Crematorium Shed with Solar Lights at Madhopur, Block Lucknow","Public Amenities","Crematorium Shed","Uttar Pradesh","Lucknow","Lucknow Parliamentary Constituency","Rajveer Singh","2023-01-06","2023-01-26","2023-04-26","2023-05-01","Completed",1110000,1110000,1021200,100,"Zila Parishad",2832,27.8967,81.2962
"MPL-2024-MA-0248","Installation of Open Gym Equipment and Play Ground Development in Mohanpur, Block Nagpur","Sports & Youth Affairs","Open Gym & Sports","Maharashtra","Nagpur","Nagpur Parliamentary Constituency","Sanjay Deshmukh","2024-02-13","2024-03-05","2024-06-05","2024-06-11","Completed",810000,810000,757350,100,"Municipal Board",2672,21.3965,77.0789
"MPL-2025-BI-0249","Construction of CC Road and Interlocking Pavement in Sundarpur, Block Darbhanga","Infrastructure","Road Construction","Bihar","Darbhanga","Darbhanga Parliamentary Constituency","Sanjay Jha","2025-03-20","2025-04-11","2025-10-11","2025-10-18","Completed",1810000,1810000,1719500,100,"Zila Parishad Engineering Wing",4072,23.8361,84.1931
"MPL-2023-TA-0250","Construction of Dr. Ambedkar Community Center & Bhavan at Narayanpur, Block Tirunelveli","Public Amenities","Community Hall","Tamil Nadu","Tirunelveli","Tirunelveli Parliamentary Constituency","K. Kanimozhi","2023-04-02","2023-04-25","2024-03-25","2024-04-02","Completed",2210000,2210000,2132650,100,"Rural Development Authority",4752,10.4621,78.5519
